Protein.Group,ANOVA_pvalue,eIF4E+ vs. eIF4E- Tukey Test,eIF4E+ vs. eIF4G1+ Tukey Test,eIF4E+ vs. eIF4G1- Tukey Test,eIF4E+ vs. eIF4G2+ Tukey Test,eIF4E+ vs. eIF4G2- Tukey Test,eIF4E+ vs. eIF4G3+ Tukey Test,eIF4E+ vs. eIF4G3- Tukey Test,eIF4E- vs. eIF4G1+ Tukey Test,eIF4E- vs. eIF4G1- Tukey Test,eIF4E- vs. eIF4G2+ Tukey Test,eIF4E- vs. eIF4G2- Tukey Test,eIF4E- vs. eIF4G3+ Tukey Test,eIF4E- vs. eIF4G3- Tukey Test,eIF4G1+ vs. eIF4G1- Tukey Test,eIF4G1+ vs. eIF4G2+ Tukey Test,eIF4G1+ vs. eIF4G2- Tukey Test,eIF4G1+ vs. eIF4G3+ Tukey Test,eIF4G1+ vs. eIF4G3- Tukey Test,eIF4G1- vs. eIF4G2+ Tukey Test,eIF4G1- vs. eIF4G2- Tukey Test,eIF4G1- vs. eIF4G3+ Tukey Test,eIF4G1- vs. eIF4G3- Tukey Test,eIF4G2+ vs. eIF4G2- Tukey Test,eIF4G2+ vs. eIF4G3+ Tukey Test,eIF4G2+ vs. eIF4G3- Tukey Test,eIF4G2- vs. eIF4G3+ Tukey Test,eIF4G2- vs. eIF4G3- Tukey Test,eIF4G3+ vs. eIF4G3- Tukey Test
P49750-YLPM1,4.204303987888013e-06,0.9475762818859657,0.9727229227580096,0.6758090797849672,1.0964663950341347e-05,0.06507965518512482,0.9999979475140689,0.9999999999998691,0.9999999115663045,0.9961453728890642,6.204941422893739e-06,0.01728999344634552,0.9825511300402895,0.9519472215110565,0.988872131722715,6.645947804306829e-06,0.0202787338876107,0.9931521367252737,0.9755236433725014,4.449379560234057e-06,0.00804952953610416,0.7820410280240809,0.686010395168595,0.0001176232694570789,9.778305064100934e-06,1.0847810221648047e-05,0.04989122931369794,0.06348589376161784,0.9999989526095431
P49754-VPS41,0.1883801836373096,0.3262201344677812,0.9999999899729296,0.6665218063633587,0.9999999999999996,0.9999993713901613,0.9957078489848833,0.999998537992219,0.29132190956936577,0.9936181764265266,0.32297099758331405,0.2652105639888599,0.6417282276012359,0.4074619309976385,0.6152581541450592,0.999999994785149,0.999999997621889,0.9906105007686526,0.9999778649183408,0.6619434171074255,0.5738271910468425,0.946266688175563,0.7685815355621923,0.99999955703499,0.9953685028304594,0.9999980377391896,0.9838654413226479,0.9998919160815203,0.9995165342637378
P49755-TMED10,0.00030584859284884006,0.119412109238478,0.04129317790873743,0.3203784190220249,0.005288802163706308,0.016966532768376563,0.15120371437066726,0.07459963587124097,0.00113184350974449,0.005920166007110983,0.0002515020580964311,0.0005885598121324609,0.0030786010105516848,0.0017662373120397312,0.7243701317134295,0.6648205339706204,0.9932277222908891,0.9581720345187773,0.9995536866622027,0.10462963213211207,0.36690436799030746,0.997461816859568,0.9213688774616201,0.9574340839980653,0.22697133415351378,0.42965660796172445,0.6667565135666573,0.9143097609000139,0.9986719742420932
P49756-RBM25,0.0006083780084733968,0.5918437742626896,0.3733646681182866,0.6632640656678616,0.0041841192570892805,0.009850507966487121,0.0686494158766795,0.052426060104625916,0.03563389382263804,0.07542927212589357,0.0006718797085121242,0.0013689204366451602,0.0070577208825320925,0.005588560221572392,0.9979748039534835,0.06659220438940039,0.1789633322963008,0.8497543086628748,0.751798476182987,0.03156277353964143,0.0842212109195224,0.5535291227454094,0.4490408585951515,0.9900409330236525,0.36357147898411324,0.4568517915110427,0.7460325615347967,0.8449417471489666,0.9999977564902637
P49761-CLK3,0.03701591389651898,0.9571213145095557,0.27878319656075934,0.7266779917952526,0.04496839572554023,0.07647671010704293,0.9860200793562686,0.7456158130330568,0.7553898137043404,0.9976968608507599,0.16579228533986723,0.27700467319623123,0.9999985131415555,0.9984433775387667,0.9676526023317967,0.815117219196435,0.9560193150059022,0.6521908468091766,0.9609628329412937,0.34445576940758016,0.5344647181398452,0.9878284257119856,0.9999999999875009,0.999780885281836,0.1287509954789855,0.3300930543582036,0.21755115789101998,0.5156268555598428,0.9906663280128216
P49768-PSEN1,0.3772650609437584,0.9992544061597204,0.7011320456450959,0.883817491004793,0.4408585443042893,0.8429139554372622,0.8179624091926694,0.36627655894827604,0.9195533492347829,0.9900292725819754,0.6980170554424265,0.9802712916377339,0.9726244362378793,0.6080124131671554,0.9998407637755783,0.9991964883969463,0.9999786278476812,0.9999950573479018,0.9952768427605175,0.9765620552062915,0.999999984683953,0.9999996742213213,0.9449611275555061,0.9877423952132435,0.991883654954207,0.9999994889847038,0.9999999997578055,0.9661579632808713,0.9750836713362164
P49770-EIF2B2,0.004144685057375751,0.21469019769734632,0.8930610122941408,0.999999826325749,0.04695664183302739,0.28828726126154025,0.8160565257257,0.9621026940776352,0.043658295606480046,0.25658613453747636,0.0019523170506632326,0.009003720724048314,0.03440575017668801,0.06041050246527446,0.8354721136342107,0.2304527377936989,0.8716148813110193,0.999998933983435,0.9999916981070015,0.03906184803567769,0.24193583037093558,0.7457876710953462,0.9279200553908418,0.8178227680065262,0.28961986768878933,0.1676247367261905,0.9339292557776994,0.7567609947576109,0.9996612457259512
P49773-HINT1,0.0004306300708455348,0.05038622333951759,0.7610563409292985,0.999939966307494,0.015685034584158597,0.024547688314921157,0.4011948649383803,0.4671934777381257,0.0077375291007442115,0.032741229692552665,0.0003152057192112867,0.000428753321964237,0.003557586748533237,0.004141949414319224,0.905850069418732,0.11007399441313104,0.17643743451481775,0.9936675828307585,0.9983578953309876,0.023712472604076273,0.03754504610912612,0.5668453364188093,0.6426401172022866,0.9998981514817877,0.2694785414950829,0.2262915492698464,0.4118791039894243,0.3512139692379682,0.9999998419762792
P49789-FHIT,0.0007972744922240744,0.375913426897453,0.6188281210806733,0.9838350408522771,0.00931354808864393,0.02242752756828259,0.20859678740017984,0.05398847899584058,0.038285842688300376,0.13462179064842927,0.0008603382871903431,0.0017352601022682101,0.01143154012133607,0.003539634498481936,0.9641079232805364,0.08809091885737497,0.22610759175926076,0.9617549787159452,0.5007098540514696,0.025379754737421045,0.06464028906550168,0.5389135073531887,0.1590958266642447,0.9920409583851355,0.3068156621993098,0.8132265841837099,0.6534313936792466,0.9942163189172207,0.9486048416501823
P49790-NUP153,0.00011898571118396204,0.15254259808172888,0.17559727556900417,0.6264897383385986,0.000510716626979768,0.01809631198775863,0.10089513427800878,0.0817460676510331,0.004266052089336614,0.015623949022848915,5.0251834418091335e-05,0.0007313483576194546,0.002708663903110864,0.0022939115712232727,0.9255465171700887,0.009813112070626628,0.6325667001599292,0.9997094164453261,0.9977978895054325,0.002812868452204409,0.1781482922612213,0.7468208110067459,0.6617025530412051,0.09034512001727957,0.016325265524068655,0.019878070595813813,0.8475806033198514,0.908740834824921,0.9999996103378707
P49792-RANBP2,0.00030102624054697906,0.20963414982299888,0.2552408027981471,0.30738945058020195,0.004824470416579962,0.0075782728860738224,0.0648758419408384,0.025151021475133484,0.007850036135067295,0.009373378444016423,0.00033663117681315136,0.0004745564524144541,0.002469237875291297,0.0011827990088313367,0.9999997201563716,0.12001636604165045,0.20164312763695136,0.9436916361102967,0.6157749146514674,0.09822270365749763,0.16577275605041375,0.8978101363660552,0.5343310930865984,0.9998019772627188,0.4408140237885839,0.8213713128152378,0.6487873590629918,0.9575446248385172,0.9913979739430087
P49821-NDUFV1,0.00030782053908819535,0.6512279498905289,0.38708617378407495,0.4434531869873549,0.002904433945745466,0.004570571457836459,0.025437079658760853,0.011653571148376729,0.04275110676190952,0.05016379887910183,0.0005462340102933005,0.0007998218710110194,0.003397846903384627,0.0017564218609360527,0.9999999361560393,0.04102369549369833,0.07099717938081596,0.43987212952236343,0.20604898855457132,0.03500959364361267,0.06040295021638764,0.3838045024803034,0.17596520678064664,0.9997248855938923,0.5714317162781055,0.8872831079014564,0.7939406947064805,0.9846653057805521,0.9963044444124801
P49840-GSK3A,0.021288161271718783,0.5428606772070956,0.9553962816978163,0.9999999999950777,0.0909851170365561,0.8845367253199762,0.8868825292298971,0.9782388713267887,0.167079777829642,0.5596491354847595,0.008124611381945424,0.122269114508339,0.1232786698066366,0.19829884098599138,0.9482565104843265,0.3278791350698218,0.9999937046740558,0.9999947497043568,0.9999998899766537,0.0872596494506187,0.872277505484574,0.8747470217604114,0.9737839323812661,0.4305614880992765,0.42762995684378735,0.2793522003529074,0.9999999999999999,0.9998756922943701,0.999888903952033
P49841-GSK3B,0.9541650955514077,0.999955851153201,0.9868038559408124,0.9987792993069465,0.9853558223731508,0.9999985934018942,0.9999996725893224,0.9687350363448127,0.9993978251826966,0.9999972842661182,0.9992633904453376,0.9999999228971161,0.999999550824666,0.9969651113078315,0.9999880569105494,0.999999999999971,0.9973663699129316,0.9962419158704029,0.9999998380944352,0.9999824877487573,0.9999345631489424,0.9998704896490352,0.9997889626062134,0.9969359003907007,0.9956755824323816,0.9999999269495776,0.999999999986717,0.990933315142828,0.9881273822363479
P49848-TAF6,0.12167156701637974,0.9999970792118867,0.9778791065994018,0.9955864684183373,0.24563935354627597,0.7377632755815942,0.29707835767614443,0.6274254471127533,0.9351290266635726,0.9784640165820891,0.1873369085580766,0.6228108783202067,0.2281092429306043,0.5134891429618411,0.9999966361436179,0.6354260483683636,0.9940621037990288,0.7188943929006087,0.9749589152737403,0.5187919779727248,0.9730337674588254,0.6009501688536152,0.9279869325038456,0.9412461902127505,0.99999968671197,0.9797741854917537,0.9727405499862394,0.999997789429323,0.9932807984983938
P49902-NT5C2,0.00030065824720872526,0.21975988039347882,0.036627385379586985,0.177566925966558,0.010057263508195802,0.03988780040649098,0.011951053885325913,0.008750627052173776,0.001639103452525159,0.0059063475588259085,0.0006083612115530546,0.001751407002132055,0.0006938928068518369,0.0005471263871148491,0.8974936488057415,0.9456982570265918,0.9999999991575453,0.973994479509137,0.9119918901641514,0.3835754016406364,0.9194305247266401,0.4501990171736592,0.3344123063899519,0.9280894791496873,0.9999997987642348,0.9999999506796057,0.9627980298086606,0.8890168049260071,0.9999877278672166
P49903-SEPHS1,0.001826623851847277,0.539357191513733,0.9019018495116848,0.9652205590953459,0.013347088630100923,0.04331355590363095,0.23287213063334367,0.17174929650380544,0.12910055786758756,0.17662564468689101,0.0015974264129192672,0.004257838321491847,0.01919916171703917,0.014330653539000648,0.9999934212723399,0.060471053007541964,0.2063667863012837,0.7826815584061577,0.6572883849114001,0.044176746243297704,0.15129924109248083,0.6561286001660305,0.5280159652249858,0.9679131572712633,0.39426341504947104,0.5088332817355758,0.8659726768478908,0.9443170442521724,0.9999938100754344
P49914-MTHFS,0.19439432766609546,0.9932155017364381,0.9726290399777453,0.9999405611652212,0.6195854932489594,0.5789973110944088,0.7014783969136915,0.7750181526703562,0.7099929534640022,0.9475857186770585,0.29151668606711423,0.2659374792563266,0.3489831229631737,0.4099066917688471,0.9979531418418441,0.9780305119937134,0.966436281869912,0.9922851328093949,0.997888954121918,0.7950576902869063,0.7575796652282148,0.8630740856914881,0.9147661412293246,0.9999999979603692,0.9999997332285125,0.9999752242212089,0.9999956898154767,0.9998855397402437,0.9999998328107946
P49915-GMPS,0.0004473197641507243,0.18641267396536254,0.3896973799417133,0.6699715111707322,0.004636688422269941,0.019219244675383385,0.13187007975846343,0.09579547566246904,0.010692369593835349,0.020875237556449378,0.00030243738302404566,0.0008832932273419303,0.003973530159347649,0.0030600863108805054,0.998465865534584,0.07166037369314993,0.33914959430807823,0.9782019170073994,0.9276154989385708,0.0350154694871887,0.17108562509592218,0.8082971310476138,0.6835200610511752,0.8952728615727883,0.223054509812888,0.30119974413799444,0.7750419044324253,0.8832772388167729,0.9999929808228536
P49916-LIG3,0.0006805941702097509,0.42270806587882637,0.7908469973693619,0.9510124728062666,0.012752419881916777,0.006626158422931017,0.49956162841855445,0.0754245661557329,0.06710389577893527,0.1187905652451311,0.0012223981573991072,0.0007219058682828017,0.03280065229563134,0.005250249881777913,0.9996614119461322,0.08124785397890943,0.03913683502658538,0.9984479278431387,0.46514201008391354,0.046028163868499394,0.022544744497260516,0.9592494642825674,0.2829773967040716,0.9983056038830449,0.16742873568738526,0.8177772141511055,0.08041048926986827,0.5245618787123566,0.7563485453388313
P49959-MRE11,0.06006133991782941,0.9998386791237825,0.9999997852251802,0.8820898488352329,0.07789680102665042,0.28961858294487164,0.9828069206500354,0.9987661969464575,0.9999934239403191,0.9793386292107554,0.12969099756084346,0.451795227859198,0.9995984438116814,0.9999998101524323,0.9307982311871446,0.0944906655225064,0.3449199726437665,0.9941964909638547,0.999845637235149,0.38031061137944977,0.8845193246844926,0.9997400844824548,0.9924595556245003,0.9522397223047401,0.23030136894098474,0.15652084364991992,0.686020529991767,0.5240806681384709,0.9999697347448383
P50148-GNAQ,0.057806110356354704,0.5262798592177147,0.9999514169690265,0.9932165844949858,0.49836799562056744,0.9564067863836859,0.584319029476683,0.9284836849664054,0.372108464315815,0.2349599456750634,0.04283315715773961,0.1613478261843404,0.0529999428901452,0.13944603497620145,0.9998540461116462,0.6708527248646448,0.9947050970384002,0.7575903203788581,0.9873210760013126,0.859523021045648,0.9999744319273821,0.9191017121481041,0.9997803963054746,0.9535676936242897,0.9999995364564536,0.9741066036182479,0.9810236744409164,0.9999999669640371,0.991295766333056
P50213-IDH3A,0.0008987270497045591,0.43338800602381533,0.48228481803549894,0.979174060976241,0.007291037386129462,0.031002318347842506,0.27084423199319063,0.05711902206224029,0.03232597549360139,0.15094955937100085,0.0007962531798699768,0.0025706770039348736,0.017175876833981807,0.004260620482548161,0.9070705896575195,0.09391641149830043,0.418131555037926,0.9991120761046359,0.6620969473154469,0.020490069785871867,0.09547508481318978,0.6728648922621223,0.1771671259780514,0.9028326091224703,0.18160665049608904,0.6832453949132913,0.6792625694343203,0.9994125307288751,0.9002809685846229
P50225-SULT1A1,7.244560128608508e-05,0.662514536983072,0.001307843803163733,0.001260395540471082,0.17455962204711228,0.184152525074755,0.0032465196506815674,0.0011037872268577775,0.00028335117521360864,0.0002746035129848057,0.019262209869186475,0.02028027943758759,0.0006112180852584359,0.00024534231627759695,0.9999999999827038,0.03440379811131988,0.03262311245822014,0.9754348305662688,0.9999992527799044,0.03277145455326891,0.03107943453733264,0.9695742308775219,0.9999998620632359,0.9999999999676854,0.11022894458226418,0.027509876777288,0.10436652409872327,0.02610294157872739,0.9405916330458146
P50336-PPOX,0.01425460621123521,0.3112042583440735,0.9922055756011501,0.9999999999961826,0.41501315926242355,0.4774530422771619,0.6451759335989685,0.8193863072018658,0.6584291742559761,0.3227637584859765,0.018838406270264008,0.022156986922839295,0.03311628244985998,0.051222433010666535,0.993926765204061,0.1722190252988467,0.2036354463872101,0.30222310080181913,0.44477416350988097,0.40114289971986106,0.4623658390559431,0.628544410685605,0.8050163915424359,0.9999999041171379,0.9995819778057197,0.9874781410478438,0.9999568865128464,0.9955759540860366,0.999935345546444
P50395-GDI2,0.0013051974504096119,0.13926750682318867,0.754412438898046,0.9997274198474433,0.023229248424473936,0.09527206175391023,0.3044135585038512,0.3434130465268004,0.019243412849744068,0.08020227923319379,0.0008254077769975776,0.0024067547473753947,0.006442016437875786,0.007234786856177622,0.928632387524245,0.16951725284742236,0.594918334013625,0.9708634541134502,0.9842394315909709,0.039627475289510605,0.1650991136111175,0.48803132391750936,0.5403369720739202,0.9343553655439384,0.505783362926111,0.4551338012807373,0.9731499933075373,0.9544451623941439,0.9999999832240211
P50402-EMD,1.8186544181270834e-05,0.025232641433479364,0.13536227855936478,0.17573650618636094,0.0003604619713772905,0.0006114226040585535,0.2146315122645135,0.007751063858298268,0.0008599993514906146,0.0010391308403390198,1.6173987688716807e-05,2.334582461505086e-05,0.001207195351507373,0.00012803150551055076,0.9999981133904687,0.00775127870306358,0.015896795608640546,0.9999060931488503,0.37735736479369464,0.006161716698455333,0.012466540370499213,0.9999996658614323,0.29806323187052064,0.9972753321793626,0.005169919025092673,0.1353665306454228,0.010349295654657142,0.29182651618773625,0.24603613052155393
P50416-CPT1A,0.0012341370254211632,0.32542644453609304,0.8693612071128157,0.9478380916812996,0.045005071040278954,0.04245276099410866,0.09279802799760495,0.035993732553146196,0.06256713611524578,0.08633198763931749,0.0026750937756621074,0.0025520477325144952,0.00484964203491578,0.0022351257141677294,0.9999926362955812,0.23912578631203707,0.22597276482551665,0.45634206982617587,0.1920415666594597,0.17510951656325247,0.16519811025163178,0.3470918276867043,0.13984549129139412,0.9999999999428061,0.9984346515449234,0.9999993224721315,0.9974657032540193,0.999999916339067,0.9920247418432993
P50453-SERPINB9,0.01503968568002579,0.9917665668371224,0.9985840481110853,0.9998459741273754,0.029817676321060027,0.2273598958951848,0.9494917272221561,0.9782772879523158,0.8731760583834232,0.9276478346729742,0.012107948191197981,0.08809833254480559,0.6319356683526832,0.7181834742326219,0.9999996296565228,0.06019329399823292,0.4329043036120753,0.9992891937079057,0.9999476374904508,0.04893260837654401,0.36239023296323036,0.9959516852050256,0.9993011588085738,0.7378403845391197,0.11422851028046632,0.09254520281701206,0.6870070348276374,0.6003091607471776,0.9999996081657742
P50454-SERPINH1,0.0005450742120192778,0.22328823085354377,0.07796505371550255,0.13267458971423152,0.02157446688017617,0.10296844984524312,0.025320710048452932,0.012616037994880314,0.0030129441899252596,0.004664788228151973,0.001103127220775324,0.0037776581658267583,0.0012476503657363747,0.0007315632594544486,0.999787137896798,0.9568292928424009,0.9999973267682846,0.9784114645283404,0.8016753731065731,0.8177375209781848,0.9999985644133196,0.8728145183252801,0.5887191998325148,0.8972692963406135,0.9999999176759822,0.9996394622261492,0.936954392765605,0.6932330224309491,0.9981783139418499
P50502-ST13,0.00027251849962400533,0.010856244258497072,0.9952835827187166,0.42257942524100345,0.037051501268473785,0.12071851944060819,0.9911845871364622,0.8260597583813485,0.00506894958079207,0.17255174294446818,0.00020231080473531726,0.00042805087356945215,0.004661435634323419,0.0023398712469668848,0.18998529383809226,0.08800892768299728,0.2816186796387854,0.9999999978639905,0.99230707603206,0.0029037066488740715,0.00787603023448924,0.17235954032191425,0.07398093097103808,0.9737646581901982,0.0972300846145604,0.22468515005173895,0.3085969999624919,0.6126336978815135,0.9959726674134322
P50542-PEX5,0.23454827649782692,0.9163294879147525,0.9997477841316214,0.9966237006762603,0.7231451222380572,0.9715156452186468,0.9882988655950287,0.6966494573434708,0.7358593937014536,0.6221339391377689,0.21252920961869648,0.4697579103469026,0.5416708575612095,0.19948627306295463,0.9999972970504645,0.9084895372280299,0.9991336142195802,0.9998978507258893,0.8911383514468154,0.9633989829326611,0.9999762283813555,0.9999997478877165,0.9532299284422018,0.9948183099029079,0.98481596887209,0.9999999998855145,0.9999998373364929,0.9921686798260526,0.9791361624725783
P50552-VASP,0.00010714983931711925,0.09965463597791813,0.9213833966853013,0.056191516692111976,0.005813579878674702,0.029346779719412353,0.9997868445719288,0.9997201338106073,0.4125264841572289,0.9996516127097035,0.00024085589654143646,0.0007738610499938847,0.05856610227590919,0.1729354418612865,0.2461860424278831,0.0017379519152971312,0.007410382136317506,0.7497894734753381,0.9927255793433617,0.00017020456837446574,0.000521969687550472,0.033297992837811985,0.09777718177430295,0.8416207841783256,0.009249732407219713,0.0036530935038552315,0.0493787687379772,0.017325932875887018,0.983605667779357
P50570-DNM2,0.0007488195358210496,0.184995243136732,0.8060643012313271,0.9958270196067965,0.010028396793026362,0.04502784947542493,0.23709647338160622,0.12358710408975127,0.028858250594153034,0.07912007999806636,0.0005380451273286901,0.0016802597809180142,0.006556472250460077,0.003741700487936095,0.988226667558813,0.059791243178790254,0.2857470794637502,0.8898440683424472,0.6456718601660557,0.02206122176916736,0.10546201509752973,0.5010888472672372,0.2831064003411363,0.8971621718829618,0.29287196166443585,0.515391790919259,0.8722285408813257,0.9888547313199447,0.9990999950785655
P50579-METAP2,0.0003375993372181199,0.040812015357615805,0.18351111594479386,0.9943747083557751,0.01977587273106418,0.0700785539924702,0.08273456537986645,0.08531020481041685,0.001548175862859491,0.017241930789034465,0.00032213043361606353,0.0007666815847791053,0.0008618702176155235,0.0008808204062522584,0.4194373332235771,0.6529742317098723,0.9914010090475187,0.9971551494796487,0.9977555718762979,0.04712975858277113,0.1715665309993465,0.20174611016296873,0.20781561877442312,0.9591145023738403,0.9281772806979283,0.9212706979771954,0.9999999243472332,0.999999754807208,0.9999999999994377
P50583-NUDT2,0.46359469475184745,0.9999997693177287,0.7426692442215956,1.0,0.5881015391112545,0.9988009712261268,0.9991454223628146,0.9471690740151603,0.8160208633790407,0.9999997058717701,0.6684260147497102,0.9998557683002999,0.9999125602498171,0.9753083970487361,0.7399224643940927,0.9999780520445525,0.9509411594761495,0.9443658330108965,0.999013294596918,0.5852584788524184,0.998724104463818,0.9990868591616865,0.9458974942200425,0.8573730006478855,0.8455882141615347,0.9861543204051783,0.9999999999980973,0.99903418303097,0.998655199406283
P50613-CDK7,0.10449073829742556,0.7582005211601821,0.5611447664677377,0.9999999999948342,0.9811385710770861,0.6018704997760422,0.9999653087086174,0.976522564443223,0.08854450814469472,0.7417284417146868,0.335266434339901,0.09784958363825835,0.5934771250699413,0.32131676176151314,0.5782187059190063,0.9463983216790091,0.9999999978209316,0.7268901807710564,0.9546240341895641,0.984661036431279,0.6191858370496308,0.9999834720666211,0.9806613404729159,0.9627407316052943,0.9986396707763522,0.9999999999882344,0.7661025212891954,0.9691649726452374,0.9979730911646566
P50747-HLCS,0.24959377372060954,0.949509938805194,0.9834573102102296,0.9973325832489294,0.6925090540160961,0.9914194855715697,0.999954792891407,0.9499734826061341,0.579122219699828,0.999690584429313,0.23032639639738373,0.6290912587078561,0.840773085120229,0.47473856872504894,0.8045362160894919,0.9841180090718105,0.9999999913559742,0.9990825718368981,0.9999980822299742,0.3852555955916851,0.8465954132996607,0.9706960367554242,0.7017790318507008,0.9721406846057695,0.8504991107012856,0.9968352214543897,0.999748409647767,0.9999746767682057,0.9930392117119565
P50748-KNTC1,0.17480862802779495,0.9455180811817486,0.9998900587305445,0.9957536539285616,0.5459479012432508,0.9987532607665632,0.9999999999493997,0.8426653371860177,0.8124238916569076,0.9998130620334958,0.1591918610338411,0.7289183582354585,0.9340547767599022,0.3264635224416542,0.9526559724094056,0.7421908352621497,0.9999994759308983,0.9999535425084288,0.9602524550907551,0.2633846608750746,0.9059530654454451,0.9937530222900218,0.5058370757576909,0.8241963798456553,0.5694578429947335,0.9980188902762823,0.9992791526866954,0.9848601254010148,0.8614593405380537
P50750-CDK9,6.0607927157995436e-05,0.028140221571989588,0.3291840495502725,0.20275614346874993,0.0015324050782805632,0.004896313005604558,0.022132777992620478,0.029933228226145414,0.0018543639050130345,0.0012567525422930714,4.627822670810744e-05,0.00010086810106746391,0.0002728016162900637,0.00033299894810334685,0.9998234154868637,0.02213741829671989,0.09266831639703688,0.4538539349856019,0.5767340318453393,0.03642710980157737,0.15513512134988383,0.6597970222977815,0.7853199820181738,0.9294811446670833,0.32924931613196207,0.24608008132246906,0.8709879466967592,0.7609384118643826,0.9999936809351337
P50851-LRBA,0.0006993869709485378,0.6735472731729469,0.5814955863040799,0.86300638613633,0.0040179845745045295,0.013682221371968617,0.09458013855530334,0.055474671488520255,0.07540505083850357,0.1562715233734091,0.0007453304787488069,0.002096874376845248,0.011181056648291166,0.006961955704738787,0.9983852672436361,0.036512383538677584,0.14744431656042745,0.7643072215225857,0.5473467007721425,0.018142279376608617,0.07110301380157247,0.47108746175542626,0.2970603904167095,0.940572754819621,0.25983899951615674,0.4187778798386462,0.7624441303779678,0.9292097119778264,0.9997806001550744
P50895-BCAM,0.6214573964092827,0.9943622133243207,0.999998929663681,0.9649985312026188,0.9977256644775974,0.9764736970565112,0.9999981288981592,0.9999996726502176,0.9786135365716414,0.9999847384886423,0.8743429312634428,0.7355464512714018,0.9765211166550819,0.9821565530414633,0.9197766502905185,0.9997950403681419,0.9935528511670313,0.9999999999999657,0.999999999997312,0.748326539358231,0.5888191836258992,0.9148850449601287,0.9284527791934358,0.9999726007556826,0.9998420282508172,0.9996764758660127,0.9943457173822645,0.9918499075651777,0.9999999999458307
P50897-PPT1,0.0007886181013112495,0.0615384964451946,0.13903893330670658,0.5409483007999225,0.12022518227205792,0.413068236699506,0.20065083860346689,0.03028007250374909,0.0017131083264092517,0.005761221435138908,0.0015337929448950849,0.004322260206735096,0.002285547990621195,0.0005674660996415337,0.9194453080675251,0.9999999690717006,0.976628696198202,0.9999800042739111,0.910951676186577,0.8810455066670181,0.9999892692117579,0.9798827141006423,0.3599341368944986,0.9575562711697277,0.9998182673240663,0.9430118267955143,0.9974166360755021,0.4785607182244571,0.7937562422549718
P50914-RPL14,0.00037501463299799404,0.03113712859064377,0.09263544097154586,0.9989002460011205,0.022201300240446975,0.12324559500721732,0.25201938312761596,0.1808351946076857,0.0007675195060479201,0.01621856571573521,0.0002919562051977298,0.0009395330746484465,0.0016106519506233763,0.0012449853227753938,0.18324840883045213,0.9302142440276789,0.999996778477406,0.9885323516181455,0.9990299349916941,0.04315231852249479,0.24135533640185447,0.46206892214151973,0.3449087333898029,0.8529335141477868,0.5677118716119822,0.7092309788728974,0.9983568597287248,0.9999741691849132,0.9999883110534898
P50990-CCT8,0.0007446164575511119,0.05607915015213838,0.4841957833141215,0.9999999963978314,0.02274302430644415,0.09196130076209375,0.5174022896092523,0.5007055932443709,0.004706250125256495,0.0504196164340206,0.0004366878710262423,0.0011727415972311306,0.005059287943013802,0.004879657162980555,0.5258276702015143,0.31395530118149184,0.8428260910181655,0.9999999992382894,0.9999999999939339,0.025193992412595345,0.10238464885289833,0.5601626354339722,0.5429346757701738,0.9370438878620277,0.290233752684806,0.3018835423687437,0.8132671522544663,0.8282785856756052,0.9999999999941093
P50991-CCT4,0.003914974363590391,0.18295791573495923,0.8079961182594642,0.9999999999999999,0.06711594850049818,0.2525235523598123,0.6700710430462491,0.6672798806526143,0.02869235076035792,0.18133189832152807,0.002271647123165632,0.006877629040616284,0.020505372566925306,0.020374461737735827,0.8112715052284158,0.40645160985431605,0.9062089905128803,0.9999865821832818,0.9999847241351429,0.06773029774972039,0.25470681843630627,0.6738262773055167,0.6710376995308533,0.9518609766206367,0.5378396390856736,0.5405447737849658,0.9718535269469231,0.9726555125012751,1.0
P50995-ANXA11,0.0003996392391995481,0.35280408787240325,0.037484462175460975,0.2985585021906114,0.010814644754960967,0.0965441017216786,0.006091368648866391,0.014115942789983515,0.0024797719007270125,0.015146951159653144,0.0009199876772696403,0.005414104460029434,0.0005840006527197961,0.0011362849309923817,0.7158258745444326,0.9556030775441188,0.9921200193330008,0.7706795219290916,0.9879281757536884,0.25169458820340807,0.9769330915137405,0.13333992069586564,0.32960816715201013,0.6498752214859485,0.9992074672784818,0.9999962087818582,0.3976312612742481,0.7676116268583176,0.9924917368629058
P51003-PAPOLA,0.0006054856199601259,0.4092223952234323,0.9998936846577645,0.9995786482256983,0.00869754231530473,0.012438769844082986,0.8409639519510191,0.48931022415645564,0.26677933445707125,0.6385761555950704,0.0008740260576656222,0.0011646321719118724,0.07439195650562969,0.030786674046318963,0.9849589667001827,0.013389902638923146,0.01938216163886386,0.9591032293954007,0.6829440888982266,0.005212986677351039,0.00734216933991394,0.6107297068843884,0.2948037949228436,0.9999690459704571,0.04620037826751999,0.1126917658412725,0.06860531222939448,0.1673250947286944,0.9945262479768923
